ID,SMILES,InChIKey,#acid,#amide,#amidine,#amine,#in34,#in56,#metab,#NandO,#noncon,#nonHatm,#ringatoms,#rotor,#rtvFG,#stars,%Vbur_C_SF_2.0Å_Boltz,%Vbur_C_SF_2.5Å_Boltz,%Vbur_C_SF_3.0Å_Boltz,%Vbur_C_SF_3.5Å_Boltz,%Vbur_C_SF_4.0Å_Boltz,%Vbur_S_2.0Å_Boltz,%Vbur_S_2.5Å_Boltz,%Vbur_S_3.0Å_Boltz,%Vbur_S_3.5Å_Boltz,%Vbur_S_4.0Å_Boltz,accptHB,angle_C_SF_S_F(°)_Boltz,ChelpG_charge_C_SF_Boltz,ChelpG_charge_F_Boltz,ChelpG_charge_S_Boltz,CIQPlogS,CNS,dip^2/V,dipole,dipole(Debye)_Boltz,distance_C_SF_F(Å)_Boltz,distance_C_SF_S(Å)_Boltz,distance_S_F(Å)_Boltz,donorHB,EA(eV),FISA,FOSA,glob,Hirsh_atom_dipole_C_SF_Boltz,Hirsh_atom_dipole_F_Boltz,Hirsh_atom_dipole_S_Boltz,Hirsh_charge_C_SF_Boltz,Hirsh_charge_F_Boltz,Hirsh_charge_S_Boltz,Hirsh_CM5_charge_C_SF_Boltz,Hirsh_CM5_charge_F_Boltz,Hirsh_CM5_charge_S_Boltz,HOMO_Boltz,HumanOralAbsorption,IP(eV),Jm,LUMO_Boltz,mol MW,NBO_charge_C_SF_Boltz,NBO_charge_F_Boltz,NBO_O_avg_Boltz,NBO_charge_S_Boltz,NMR_shift_C_SF_Boltz,NMR_shift_F_Boltz,PercentHumanOralAbsorption,PISA,polar_aniso(Debye)_Boltz,polar_iso(Debye)_Boltz,PSA,pyramidalization_Agranat-Radhakrishnan_S_Boltz,pyramidalization_Gavrish_S(°)_Boltz,QPlogBB,QPlogHERG,QPlogKhsa,QPlogKp,QPlogPC16,QPlogPo/w,QPlogPoct,QPlogPw,QPlogS,QPPCaco,QPPMDCK,QPpolrz,RuleOfFive,RuleOfThree,SAamideO,SAfluorine,SASA,SASA_sphericity_Boltz,SASA_surface_area(Å²)_Boltz,SASA_volume(Å³)_Boltz,Sterimol_B1_S_C_SF(Å)_morfeus_Boltz,Sterimol_B1_S_F(Å)_morfeus_Boltz,Sterimol_B5_S_C_SF(Å)_morfeus_Boltz,Sterimol_B5_S_F(Å)_morfeus_Boltz,Sterimol_L_S_C_SF(Å)_morfeus_Boltz,Sterimol_L_S_F(Å)_morfeus_Boltz,volume,volume(Bohr_radius³/mol)_Boltz,WPSA,η_Boltz,μ_Boltz,ω_Boltz
0,O=S(C1=CC=C(C)C=C1)(F)=O,IZZYABADQVQHLC-UHFFFAOYSA-N,0,0,0,0,0,6,1,2,0,11,6,1,1,1,97.03641529,89.50221383,79.65025328,67.94283451,54.93393489,98.38100465,89.44768199,73.63909788,55.31762486,42.20815747,4,98.827,-0.126921,-0.2187245,0.933722,-1.276,0,0.1140324,8.045,6.131,2.58252,1.76847,1.63009,0,1.318,85.466,88.951,0.9042936,0.057499188,0.15840874,0.613506865,-0.029334,-0.14244,0.535237,-0.02096,-0.148683,0.607721,-0.33738,3,10.576,41.13,-0.03647,174.19,-0.37912,-0.49794,-0.891045,2.39513,28.1832,58.0888,87.992,141.781,67.94715,94.0465,39.622,0.694844351,5.098881324,-0.07,-3.757,-0.847,-2.499,4.742,0.689,9.034,5.884,-1.128,1532.581,1482.815,17.275,0,0,0,49.556,366.639,0.894530062,331.3975038,479.943447,2.083110636,2.093525166,3.257362682,7.695641271,8.164335429,3.500092355,567.642,1283.913,50.441,0.30091,-0.186925,0.05806
1,NC1=CC=C(C=C1)S(F)(=O)=O,BPUKPIBWYZWYQV-UHFFFAOYSA-N,0,0,0,0,0,6,1,3,0,11,6,2,1,0,97.03447201,89.41818041,79.57931463,67.90625767,54.90610982,98.39705957,89.51506167,73.68820497,55.37814139,42.25342252,5,99.66066634,-0.172130898,-0.22602532,0.939423075,-1.382,-1,0.1882597,10.055,8.09863259,2.590426771,1.754345161,1.634127854,1.5,0.959,153.801,0,0.9134238,0.061925535,0.166468428,0.606287955,-0.04868058,-0.149875404,0.52857028,-0.039741591,-0.156004415,0.60023828,-0.293164946,3,9.148,2.353,-0.01971,175.177,-0.435870322,-0.502517424,-0.896776234,2.398560429,40.68330127,57.27232352,72.663,151.548,78.02187025,92.71340868,67.604,0.705253134,5.197496748,-0.677,-3.656,-0.763,-3.628,5.428,0.052,12.461,9.334,-1.507,344.671,274.063,15.501,0,0,0,43.53,349.802,0.899737491,322.4688606,464.706918,1.990381668,2.102918162,3.264815498,7.502652785,7.924591796,3.504128071,537.024,1212.74846,44.453,0.273454946,-0.156437473,0.04475
2,O=C(Cl)c1ccc(S(=O)(=O)F)cc1,JMTAYFNTRRLWQG-UHFFFAOYSA-N,0,0,0,0,0,6,0,3,0,13,6,2,2,3,97.07838326,89.50709728,79.70891687,68.04649646,55.00861213,98.31805269,89.32152624,73.53061681,55.23551062,42.16451493,6,98.053,-0.117489,-0.208347,0.931705,-1.377,-1,0.0210598,3.598,1.8554,2.57255,1.77893,1.62576,0,2.092,142.76,0,0.8958596,0.057248446,0.147868191,0.620869874,-0.009847,-0.133025,0.542127,-0.001746,-0.139382,0.615386,-0.36614,2,11.032,15.695,-0.09039,222.618,-0.32962,-0.49162,-0.882255,2.39256,18.329,56.9791,74.2,130.991,88.8136,106.56,70.405,0.680791781,4.974659869,-0.457,-3.842,-1.287,-3.497,5.97,-0.006,9.785,8.03,-0.655,438.636,883.232,18.418,0,0,0,49.403,390.32,0.882929753,359.2657851,531.2351826,1.991808583,2.080222005,3.26016026,8.746259161,9.047582031,3.495756306,614.815,1336.171,116.569,0.27575,-0.228265,0.09448
3,OC(=O)C1=CC=C(C=C1)S(F)(=O)=O,DJUJJHDCOUPERR-UHFFFAOYSA-N,1,0,0,0,0,6,0,4,0,13,6,2,1,3,97.07354061,89.53314491,79.72893715,68.02844305,55.00162866,98.33096512,89.38501206,73.54365055,55.26637484,42.19574182,6,98.266,-0.086862,-0.207939,0.9072055,-1.501,-2,0.0594934,5.929,4.3936,2.57588,1.77651,1.62725,1,1.877,193.033,0,0.9021698,0.056206664,0.151230336,0.618709691,-0.014133,-0.136023,0.54014,-0.005969,-0.1423435,0.613145,-0.35635,2,10.891,0.389,-0.072,204.173,-0.33964,-0.49367,-0.88506,2.39246,20.02980001,57.3716501,58.378,134.284,81.0486,98.93854999,90.427,0.685970221,5.019417985,-1.015,-1.948,-1.013,-4.412,5.908,0.572,11.379,9.805,-1.457,37.065,33.621,17.489,0,0,0,49.241,377.444,0.887547218,348.7698259,512.1172043,1.991946927,2.08560554,3.258301186,8.661082911,9.061441386,3.497247827,590.831,1333.043045,50.127,0.28435,-0.214175,0.08066
4,O=S(=O)(F)c1ccc(Br)cc1,AOXWZFUBFROIHA-UHFFFAOYSA-N,0,0,0,0,0,6,0,2,0,11,6,1,1,2,97.08161157,89.47291314,79.6875,67.99175363,54.99037924,98.34065083,89.40128923,73.56600119,55.27219996,42.18817888,4,98.584,-0.095211,-0.21805,0.952955,-2.654,1,0.063631,5.968,3.9192,2.57844,1.77129,1.62792,0,1.576,85.491,0,0.905611,0.056401387,0.153297182,0.616629385,-0.024301,-0.137944,0.538201,-0.015972,-0.144234,0.610987,-0.33527,3,10.817,32.891,-0.05174,239.059,-0.37175,-0.49477,-0.88698,2.39588,26.4293,57.0539,89.298,149.577,86.7145,100.062,39.635,0.688306929,5.042332496,0.121,-3.773,-0.87,-2.472,5.271,0.913,8.657,5.955,-1.389,1531.739,3922.979,17.032,0,0,0,49.23,362.688,0.89402402,335.0286337,487.439235,1.991934456,2.087251617,3.260374831,8.209172466,8.674962427,3.497924141,559.713,1386.985,127.62,0.28353,-0.193505,0.06603
5,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,HRLAPUHJWRZEIC-UHFFFAOYSA-N,0,0,0,0,0,6,1,5,0,13,6,2,1,2,97.09452479,89.52663107,79.75268176,68.06687943,55.02762088,98.31482438,89.34268785,73.5250298,55.23085166,42.17848054,5,97.994,-0.115089,-0.204888,0.92257,-1.47,-1,0.0108747,2.519,0.6737,2.57134,1.77959,1.62497,0,2.75,185.794,0,0.9007334,0.056659162,0.146190011,0.621772089,-0.010349,-0.131551,0.542982,-0.002177,-0.137926,0.616327,-0.37324,2,11.51,2.84,-0.09658,205.16,-0.33357,-0.49058,-0.88097,2.39351,18.5684,56.6231,65.379,138.998,77.0501,96.1862,86.078,0.67848548,4.955103374,-0.961,-3.801,-1.11,-4.262,5.57,-0.265,8.6,7.332,-0.597,171.401,138.357,17.242,0,0,0,49.241,374.919,0.890600083,342.6638784,501.3031108,1.992782035,2.077896295,3.258368182,8.103895738,8.4724955,3.494972115,583.516,1205.63,50.127,0.27666,-0.23491,0.09973
6,O=S(C1=CC=C(Cl)C=C1)(F)=O,PCTLRVPDZBVCMP-UHFFFAOYSA-N,0,0,0,0,0,6,0,2,0,11,6,1,1,1,97.08161157,89.46477406,79.68656883,68.00689527,54.98378437,98.34065083,89.37524417,73.58462455,55.27278233,42.20253243,4,98.627,-0.083181,-0.210144,0.911418,-1.71,1,0.0538919,5.452,3.8998,2.57885,1.77055,1.62811,0,1.541,85.49,0,0.9082903,0.056362148,0.153656748,0.616350783,-0.025331,-0.138274,0.537953,-0.016964,-0.144559,0.610696,-0.34156,3,10.467,34.757,-0.05061,194.608,-0.37397,-0.49497,-0.88724,2.39596,27.3625,57.1231,88.494,150.328,76.8418,92.3467,39.634,0.688885455,5.047613671,0.112,-3.733,-0.893,-2.47,5.176,0.775,8.391,5.947,-1.298,1531.787,3666.822,16.711,0,0,0,49.229,358.082,0.896925978,328.4771941,475.5175505,1.992031606,2.087676072,3.257200193,7.951165941,8.415979292,3.498110116,551.523,1284.751,122.264,0.29095,-0.196085,0.06608
7,O=S(=O)(F)c1cccc(S(=O)(=O)Cl)c1,ZPGHDPUCQANFAD-UHFFFAOYSA-N,0,0,0,0,0,6,0,4,0,14,6,2,2,4,97.04639174,89.53531788,79.71187948,68.57849665,57.05314083,98.2506458,89.27327662,73.42848356,55.15700457,42.12814827,8,98.07500809,-0.079263963,-0.197917264,0.915487423,-1.215,-1,0.0804717,7.314,4.772018221,2.572029821,1.779276997,1.624098328,0,2.62,167.817,0,0.8805922,0.054358593,0.144694509,0.622368894,-0.013733468,-0.130267124,0.543335386,-0.005364034,-0.136644215,0.616839519,-0.377936867,2,11.65,19.035,-0.081751802,258.667,-0.353556737,-0.48954099,-0.87935429,2.396431071,22.74484362,56.66756922,65.251,128.088,56.95497687,115.4533344,79.207,0.675564991,4.931915705,-0.699,-4.075,-1.677,-3.969,6.572,-0.808,12.488,10.22,-0.164,253.801,526.484,20.392,0,0,0,49.507,418.341,0.871987667,384.8063063,577.9663441,2.329400622,2.074992042,5.404868607,8.062874095,8.0034591,3.504269977,664.83,1436.081876,122.437,0.296185065,-0.229844334,0.089181201
8,FS(C1=NC=CC=C1)(=O)=O,FCFXLXGZHDHJLB-UHFFFAOYSA-N,0,0,0,0,0,6,1,3,0,10,6,1,1,2,95.86131198,87.85079443,77.28741372,65.49600528,53.29161724,98.26317129,89.00898483,72.53100729,53.82180659,40.69890144,5,97.747,0.343373002,-0.199698,0.865261001,-0.536,0,0.1329213,8.131,6.5148,2.58568,1.80312,1.62606,0,1.521,110.429,0,0.9183905,0.134974983,0.148292809,0.621202046,0.03767,-0.1338,0.533278,0.126609,-0.1392585,0.615338,-0.36251,3,10.844,286.565,-0.05059,161.151,-0.09934,-0.49096,-0.87992,2.36704,6.473950003,72.52915,78.826,173.703,52.5635,75.7477,52.704,0.677676815,4.937593119,-0.256,-3.681,-1.318,-2.847,4.536,-0.153,9.139,7.168,0.097,888.589,782.185,14.768,0,0,0,45.494,330.574,0.909429053,298.6571382,420.9072397,2.025650045,2.078267992,3.318764709,6.638591951,7.0842027,3.496058205,497.389,946.7918598,46.442,0.31192,-0.20655,0.06839
9,OC(=O)C1=CC=CC(=C1)S(F)(=O)=O,VWYMBWGOJRULOV-UHFFFAOYSA-N,1,0,0,0,0,6,0,4,0,13,6,2,1,2,97.05733261,89.49676095,79.6936424,68.27296698,56.21281005,98.27987572,89.36111492,73.55682213,55.27437443,42.19956998,6,98.42350683,-0.078702825,-0.211962491,0.928402713,-1.501,-2,0.0344211,4.513,3.846517722,2.577906557,1.774909726,1.627560188,1,1.638,193.386,0,0.9010178,0.054914564,0.15233687,0.617688396,-0.021337721,-0.137056839,0.539085575,-0.012961666,-0.143359274,0.612046866,-0.358206353,2,10.931,0.374,-0.060518185,204.173,-0.368006832,-0.494318442,-0.885619795,2.394523236,24.60992476,58.04352935,58.328,134.733,74.17677604,97.88058356,90.378,0.686863248,5.028401737,-1.022,-1.969,-1.012,-4.417,5.911,0.574,11.048,9.812,-1.465,36.781,33.35,17.525,0,0,0,49.266,378.266,0.887368851,348.8490246,512.1371385,1.991929546,2.085937844,5.394700714,7.874959616,7.773556726,3.497561894,591.628,1328.675821,50.147,0.297688168,-0.209362269,0.073622089
10,O=C(O)c1cc(S)cc(S(=O)(=O)F)c1,MTIPCQKTNKAULU-UHFFFAOYSA-N,1,0,0,0,0,6,1,4,0,14,6,3,2,1,97.06734822,89.54331872,79.73245645,68.48703808,57.17543009,98.31524359,89.35038085,73.57928926,55.31232507,42.22621512,6.5,98.32058166,-0.098969273,-0.212845343,0.940909381,-1.969,-1,0.0792228,7.142,4.16566551,2.576994169,1.777006623,1.626800101,1.8,1.808,192.957,0,0.8875857,0.056545353,0.150469637,0.619323549,-0.018794831,-0.13537656,0.54074507,-0.010319002,-0.141701473,0.613756117,-0.309753677,2,10.092,0.075,-0.064042066,236.233,-0.347119153,-0.493139452,-0.884468417,2.394986686,23.87666462,57.73670121,58.042,84.634,90.80853645,117.621177,90.351,0.685805219,5.018545666,-0.934,-1.947,-0.942,-4.49,6.729,0.513,13.681,11.007,-2.008,37.127,90.719,18.495,0,0,0,49.501,406.27,0.871803852,380.3586578,567.7954886,1.99207499,2.084722417,5.257681537,7.985606918,7.807088192,3.496801433,643.858,1536.784754,128.679,0.245711611,-0.186897871,0.071078845
11,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,XSYRFOBVQLQWCO-UHFFFAOYSA-N,0,0,0,0,0,6,0,2,0,14,6,1,1,3,97.10420971,89.52174762,79.72754023,68.00922475,55.03770716,98.34065083,89.37687199,73.58183105,55.25822307,42.18429955,4,98.25,-0.085317,-0.208342,0.916472,-2.423,1,0.0258914,3.969,2.5124,2.5751,1.77662,1.6265,0,1.93,85.456,0.697,0.8954545,0.056341375,0.149745689,0.619574164,-0.015286,-0.134724,0.540973,-0.00712,-0.14106,0.614065,-0.36412,3,11.088,5.891,-0.06292,228.161,-0.34634,-0.49276,-0.88394,2.3938,21.2462,57.0589,92.909,130.988,62.4074,91.6108,39.616,0.683519352,4.99903496,0.211,-3.848,-0.729,-2.537,4.245,1.528,8.921,5.903,-2.166,1532.914,6750.616,18.798,0,0,0,169.7,387.728,0.884465261,356.4348942,526.3387008,2.576021928,2.082639589,3.257343744,8.132332793,8.427334144,3.496501,608.286,1323.257,170.586,0.3012,-0.21352,0.07568
12,CN(C)c1cccc2c(S(=O)(=O)F)cccc12,JMHHECQPPFEVMU-UHFFFAOYSA-N,0,0,0,0,0,10,1,3,0,17,10,2,1,0,96.79097288,89.59234594,81.04872602,71.36934899,60.39676289,98.38889841,90.25822779,75.75024807,58.10225614,45.23810572,5,98.7674891,-0.259711196,-0.234362662,0.993698232,-2.732,0,0.075334,7.704,6.808660576,2.589625144,1.776687375,1.632582757,0,1.514,83.255,150.023,0.880078,0.06061657,0.154706843,0.614545516,-0.026037186,-0.13780215,0.536795255,-0.015400242,-0.14502868,0.608070575,-0.271656247,3,8.762,7.435,-0.053283255,253.291,-0.340472263,-0.499967917,-0.89150769,2.388352134,29.03848293,66.84967836,94.468,191.867,117.8830427,162.4386071,40.955,0.708720769,5.201916185,-0.167,-4.387,-0.517,-2.186,7.231,1.731,12.043,7.218,-2.683,1608.408,1433.108,25.924,0,0,0,42.773,468.745,0.86724393,423.2271433,661.2199805,2.275881023,2.108684568,5.722889429,9.624528518,9.525530401,3.53077128,787.842,2148.306142,43.6,0.218372992,-0.162469751,0.060437256
13,CC1=CC=CC=C1S(F)(=O)=O,SAERAINFZWAKGQ-UHFFFAOYSA-N,0,0,0,0,0,6,1,2,0,11,6,1,1,0,96.85885582,89.64663997,81.29822722,71.90363219,60.41646899,98.44009934,90.1461137,75.77881815,58.57992688,45.99677488,4,98.78104884,-0.198201498,-0.217565899,0.941681291,-1.276,0,0.0779743,6.561,5.138669597,2.592533085,1.777964265,1.634822574,0,1.196,79.092,68.352,0.9223731,0.057051093,0.153728194,0.616667238,-0.027597712,-0.136735447,0.53864221,-0.017569155,-0.14440656,0.610290385,-0.331228668,3,10.271,123.749,-0.037322948,174.19,-0.363114783,-0.502601602,-0.890288625,2.389120404,25.28500659,73.55983655,88.9,161.752,60.6227751,92.3113165,38.231,0.706283494,5.184071171,-0.009,-3.559,-0.892,-2.311,4.894,0.659,8.391,5.941,-0.837,1761.467,1582.446,16.844,0,0,0,42.829,352.865,0.913885213,318.1737302,466.2380577,2.13708009,2.10523431,4.45651925,6.639179756,7.126512101,3.504822677,552.109,1377.991626,43.669,0.29390572,-0.184275808,0.057776089
14,O=C(Nc1ccc(S(=O)(=O)F)cc1)c1cc(Cl)ccc1[N+](=O)[O-],BDLACZMJTMZJIV-UHFFFAOYSA-N,0,0,0,0,0,12,1,7,0,23,12,4,1,2,96.98259474,89.4773372,79.71376542,68.10251109,55.17458205,98.30589004,89.41647649,73.61497811,55.30840884,42.22613016,7.5,98.88033292,-0.163477634,-0.227041162,0.961654383,-4.239,-2,0.1688195,12.696,8.804777587,2.581581172,1.765450242,1.630612491,1,2.416,200.731,0,0.8357547,0.058347069,0.158875469,0.613263463,-0.032492983,-0.142950275,0.535278844,-0.023914769,-0.149178496,0.607700936,-0.320581158,3,9.913,0.007,-0.083954045,358.728,-0.391335939,-0.498155711,-0.889948651,2.396498321,31.08710075,57.40736695,73.298,238.055,147.2526415,202.6589486,115.839,0.69451601,5.099059525,-1.293,-5.325,-0.391,-3.996,10.533,1.521,19.055,12.066,-3.739,123.699,241.641,31.761,0,0,0,49.348,561.069,0.809316662,530.8842578,837.2950423,2.76861196,2.09280857,5.160991088,12.89934773,13.31157243,3.5006098,954.762,2404.987082,122.283,0.236627113,-0.202267601,0.086456429
15,O=S(=O)(F)c1ccc(CBr)cc1,WWAPDVQUZYCNCR-UHFFFAOYSA-N,0,0,0,0,0,6,1,2,0,12,6,2,2,1,97.05009952,89.50501127,79.67581533,67.99236936,55.17353355,98.33519706,89.40534766,73.59819714,55.28392897,42.18788931,4,98.53951287,-0.133399509,-0.223085402,0.966605957,-2.952,1,0.0632487,6.256,4.872456418,2.578665563,1.772112261,1.628519089,0,1.673,85.516,49.771,0.8922418,0.05627028,0.154608403,0.616216486,-0.02236223,-0.13906121,0.537868522,-0.014087639,-0.14534476,0.610627522,-0.342244783,3,10.75,14.692,-0.057892957,253.086,-0.362569869,-0.495661742,-0.887750607,2.394586913,25.29429759,58.51497786,92.296,132.996,75.658895,111.9068305,39.638,0.689714905,5.053761765,0.034,-3.91,-0.741,-2.435,5.653,1.425,9.1,5.695,-1.801,1530.926,3806.369,18.593,0,0,0,49.296,393.555,0.878549422,364.4175648,538.6690634,2.400362277,2.088414401,3.684646708,8.456258486,9.003861555,3.49852129,618.707,1381.796018,125.273,0.284351826,-0.20006887,0.070382957
16,CC1=CC(C)=C(C(C)=C1)S(F)(=O)=O,TXJKOBLXPGOYOS-UHFFFAOYSA-N,0,0,0,0,0,6,3,2,0,13,6,1,1,0,96.67807361,89.70178373,82.39794392,75.02131482,65.34572671,98.42846054,90.54922524,77.32345098,61.45056874,49.56660077,4,98.704,-0.344275,-0.232163,0.996214801,-1.872,1,0.0864294,7.549,5.5217,2.59883,1.78402,1.63897,0,1.233,66.13,226.221,0.9048855,0.057481523,0.158137414,0.615841899,-0.036427,-0.140116,0.538247,-0.024247,-0.1483224,0.609582,-0.31828,3,10.003,12.402,-0.03186,202.243,-0.37522,-0.50745,-0.893995,2.38587,29.34288,62.26556,95.643,70.129,73.7372,118.754,34.826,0.728121402,5.371819736,0.069,-3.405,-0.58,-2.395,5.133,1.435,9.457,5.354,-1.817,2337.704,2114.444,20.261,0,0,0,41.692,404.874,0.893312638,365.0964035,553.847675,2.34074235,2.127101949,4.505848932,7.714714235,8.186218287,3.508969759,659.359,1740.393025,42.393,0.28642,-0.17507,0.0535
17,Cc1ccc([N+](=O)[O-])c(C(=O)Nc2ccc(S(=O)(=O)F)cc2)c1,BNPXAZHADUSGMM-UHFFFAOYSA-N,0,0,0,0,0,12,2,7,0,23,12,4,1,2,97.01560162,89.56716206,80.09762232,68.85618461,56.26808174,98.33633442,89.44071391,73.60898963,55.34953677,42.39597948,7.5,98.91274576,-0.126727245,-0.229118868,0.956875779,-3.836,-2,0.2030363,14.081,9.728554304,2.582070029,1.765031564,1.630887619,1,2.174,209.441,88.881,0.8265236,0.058644774,0.159549007,0.613002453,-0.032629349,-0.143550871,0.53512059,-0.024018064,-0.149771686,0.607501319,-0.316297491,3,9.9,0.005,-0.073569263,338.31,-0.391304756,-0.498573526,-0.890520821,2.396663624,31.6062523,57.52880476,70.438,233.248,139.3463696,201.2166114,117.566,0.695412875,5.107215267,-1.613,-5.451,-0.343,-4.174,10.284,1.285,19.436,12.102,-3.647,102.276,73.649,32.589,0,0,0,43.451,575.953,0.815903647,526.2354022,835.8551569,2.699613751,2.09401706,5.774236795,12.33502003,12.53519976,3.638267262,976.597,2480.600862,44.383,0.242728229,-0.194933377,0.078274494
18,O=S(=O)(F)c1ccc(OCc2ccccc2)nn1,LBBABXHLFFJHLZ-UHFFFAOYSA-N,0,0,0,0,0,12,2,5,0,18,12,4,1,0,95.81827813,87.62955938,76.82183424,64.84921381,52.89356541,98.22685492,88.98752835,72.50612863,53.7640245,40.56066726,6,98.03895562,0.245311743,-0.201879813,0.893882079,-2.706,-1,0.0843802,8.457,6.3132321,2.581590031,1.791418327,1.625150113,0,1.653,131.348,34.919,0.8174597,0.121945933,0.147048271,0.623966675,0.016352958,-0.132819284,0.535450508,0.114295158,-0.138338911,0.617996889,-0.317731131,3,10.076,2.097,-0.055760917,268.262,-0.176858197,-0.489895043,-0.877163908,2.37680744,5.005715959,65.11439128,85.203,317.144,72.41599659,150.7445847,74.473,0.67544905,4.92398975,-0.874,-5.998,-0.696,-2.439,8.732,1.543,13.728,9.089,-2.668,562.764,477.491,28.228,0,0,0,45.506,529.866,0.834619232,452.4715111,690.0445425,2.373845311,2.075361105,6.955171714,9.376439112,9.782608323,4.151035142,847.62,1924.002722,46.455,0.261970214,-0.186746024,0.066560854
19,O=S(=O)(F)c1cccc(N=C(O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)c1,SCXAPHCJKPDDCV-UHFFFAOYSA-N,0,0,0,0,0,18,0,7,0,31,18,8,1,2,98.6509434,94.91360612,89.35446026,81.94071686,72.25951845,99.13474307,92.93393923,80.27350248,64.47002563,53.10956265,9.5,97.95723521,-0.056725735,-0.237311339,0.935469789,-6.678,-2,0.0448913,7.62,4.657958321,2.570367558,1.774362258,1.630198688,2,1.604,190.801,0,0.7882406,0.057814664,0.157296737,0.614058471,-0.025997426,-0.14147327,0.532909762,-0.017716568,-0.147799864,0.604894303,-0.293689333,2,9.515,0.001,-0.06713449,503.346,-0.343397813,-0.497754092,-0.89010109,2.400921967,23.94892775,56.50380703,71.567,342.582,207.65968,289.6741318,115.878,0.691472795,5.078342687,-1.487,-6.592,-0.077,-3.061,15.232,3.15,24.334,15.69,-5.634,153.65,764.166,43.746,1,0,0,49.602,728.363,0.838664165,594.9543897,1048.030198,2.528237885,2.090740589,10.45666395,11.39507663,8.595593236,4.14339456,1293.487,3087.865267,194.98,0.226554843,-0.180411912,0.071862943
20,O=C(Nc1ccc(S(=O)(=O)F)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1,RJLYLQULESMWDN-UHFFFAOYSA-N,0,0,0,0,0,18,0,7,0,31,18,6,1,3,97.80620671,92.49723,84.84434077,75.04987071,63.44154466,98.31979198,89.4325047,74.45411996,57.48333411,45.53194951,10,98.48247842,-0.112326009,-0.173508946,0.890182647,-6.484,-2,0.1584609,14.435,5.640597433,2.573476074,1.763867332,1.631705999,1,1.463,204.588,0,0.7731705,0.063139861,0.158405464,0.612603777,-0.034223872,-0.142089726,0.53505401,-0.025618109,-0.148568348,0.607347651,-0.312585542,2,9.592,0,-0.070053991,503.346,-0.388190868,-0.499170039,-0.889225312,2.397927123,30.6734214,55.85987123,68.542,351.633,205.2710672,282.6906176,124.023,0.693308486,5.089154794,-1.602,-6.879,-0.101,-3.475,15.431,3.033,25.571,15.368,-6.009,113.708,548.95,45.978,1,1,0,49.478,750.773,0.836080318,598.3329297,1052.107351,1.990652238,2.091145168,7.214568507,12.99956908,13.20987081,5.184889263,1315.009,3561.256324,194.553,0.242531551,-0.191319766,0.075474648
21,NC1=CC=CC(=C1)S(F)(=O)=O,PLSYVJDMJWGODG-UHFFFAOYSA-N,0,0,0,0,0,6,2,3,0,11,6,2,1,0,97.0750348,89.54423007,79.73557415,68.17293444,55.66880407,98.31351063,89.43408791,73.69360818,55.40989951,42.28697395,5,98.64300744,-0.064024885,-0.222536677,0.956700892,-1.382,-1,0.1491571,8.956,6.628631022,2.58265268,1.773095186,1.630174367,1.5,1.222,147.765,0,0.9124171,0.060128668,0.158291217,0.614901401,-0.024079377,-0.142220134,0.536801471,-0.015579896,-0.148477283,0.609234841,-0.288936675,3,8.912,2.813,-0.032824814,175.177,-0.333598908,-0.497900273,-0.891720422,2.39260928,23.6948727,59.60449527,73.795,152.21,67.13923177,90.78672878,66.299,0.697593526,5.119830394,-0.616,-3.675,-0.763,-3.515,5.347,0.07,11.936,9.301,-1.442,393.23,341.135,15.535,0,0,0,49.628,350.489,0.899991875,322.3311301,464.60625,1.989897563,2.096330416,4.405711026,7.059678417,7.117662901,3.500177409,537.717,1152.049999,50.514,0.256111861,-0.160880744,0.05053
22,COC(=O)C1=CC=C(C=C1)S(F)(=O)=O,ZHXUKAUTLJXSJX-UHFFFAOYSA-N,0,0,0,0,0,6,0,4,0,14,6,2,2,3,97.04932832,89.49733055,79.70301985,68.02805488,54.98223279,98.32666163,89.38012786,73.5498605,55.28384709,42.20266161,6,98.332,-0.102129667,-0.211481,0.925166333,-1.283,-1,0.0556802,6.133,5.155633334,2.57681,1.77564,1.6277,0,1.85,144.989,99.572,0.8682638,0.056133876,0.152339929,0.61798598,-0.015729333,-0.137009,0.539461333,-0.007542,-0.143318,0.612393,-0.35308,2,10.867,5.209,-0.06772,218.199,-0.343073333,-0.49435,-0.886005,2.39257,20.6758,57.51996667,74.59,134.153,89.5253,111.853,76.593,0.687464063,5.032444988,-0.716,-4.303,-1.111,-3.527,5.967,0.125,10.748,8.136,-1.112,417.798,362.454,20.879,0,0,0,49.241,428.841,0.867086962,380.9561416,564.5210957,1.99152135,2.08638772,3.368537327,9.734380945,10.11974486,3.497696944,675.575,1548.084252,50.127,0.28536,-0.2104,0.07757
