ID,SMILES,InChIKey,#acid,#amide,#amidine,#amine,#in34,#in56,#metab,#NandO,#noncon,#nonHatm,#ringatoms,#rotor,#rtvFG,#stars,%Vbur_C_SF_2.0Å_Boltz,%Vbur_C_SF_2.5Å_Boltz,%Vbur_C_SF_3.0Å_Boltz,%Vbur_C_SF_3.5Å_Boltz,%Vbur_C_SF_4.0Å_Boltz,%Vbur_S_2.0Å_Boltz,%Vbur_S_2.5Å_Boltz,%Vbur_S_3.0Å_Boltz,%Vbur_S_3.5Å_Boltz,%Vbur_S_4.0Å_Boltz,accptHB,angle_C_SF_S_F(°)_Boltz,ChelpG_charge_C_SF_Boltz,ChelpG_charge_F_Boltz,ChelpG_charge_S_Boltz,CIQPlogS,CNS,dip^2/V,dipole,dipole(Debye)_Boltz,distance_C_SF_F(Å)_Boltz,distance_C_SF_S(Å)_Boltz,distance_S_F(Å)_Boltz,donorHB,EA(eV),FISA,FOSA,glob,Hirsh_atom_dipole_C_SF_Boltz,Hirsh_atom_dipole_F_Boltz,Hirsh_atom_dipole_S_Boltz,Hirsh_charge_C_SF_Boltz,Hirsh_charge_F_Boltz,Hirsh_charge_S_Boltz,Hirsh_CM5_charge_C_SF_Boltz,Hirsh_CM5_charge_F_Boltz,Hirsh_CM5_charge_S_Boltz,HOMO_Boltz,HumanOralAbsorption,IP(eV),Jm,LUMO_Boltz,mol MW,NBO_charge_C_SF_Boltz,NBO_charge_F_Boltz,NBO_O_avg_Boltz,NBO_charge_S_Boltz,NMR_shift_C_SF_Boltz,NMR_shift_F_Boltz,PercentHumanOralAbsorption,PISA,polar_aniso(Debye)_Boltz,polar_iso(Debye)_Boltz,PSA,pyramidalization_Agranat-Radhakrishnan_S_Boltz,pyramidalization_Gavrish_S(°)_Boltz,QPlogBB,QPlogHERG,QPlogKhsa,QPlogKp,QPlogPC16,QPlogPo/w,QPlogPoct,QPlogPw,QPlogS,QPPCaco,QPPMDCK,QPpolrz,RuleOfFive,RuleOfThree,SAamideO,SAfluorine,SASA,SASA_sphericity_Boltz,SASA_surface_area(Å²)_Boltz,SASA_volume(Å³)_Boltz,Sterimol_B1_S_C_SF(Å)_morfeus_Boltz,Sterimol_B1_S_F(Å)_morfeus_Boltz,Sterimol_B5_S_C_SF(Å)_morfeus_Boltz,Sterimol_B5_S_F(Å)_morfeus_Boltz,Sterimol_L_S_C_SF(Å)_morfeus_Boltz,Sterimol_L_S_F(Å)_morfeus_Boltz,volume,volume(Bohr_radius³/mol)_Boltz,WPSA,η_Boltz,μ_Boltz,ω_Boltz
1191,Cc1ccc(S(=O)(=O)F)c(C(=O)c2ccccc2)c1,QDLHXGAFLHSUGG-UHFFFAOYSA-N,0,0,0,0,0,12,1,3,0,19,12,3,1,0,97.05189025,90.8737293,83.8461918,75.6285385,65.29199732,98.45267904,90.4410834,76.7767068,60.91835724,49.83309563,6,99.45505315,-0.123242704,-0.19837211,0.906994539,-2.919,0,0.1224063,10.186,6.22272402,2.59789473,1.775881663,1.626756363,0,1.429,99.84,88.36,0.8625959,0.054113319,0.1449763,0.61591326,-0.026579177,-0.130322164,0.536248884,-0.015358502,-0.137111427,0.609691761,-0.320161792,3,10.091,11.115,-0.047278925,278.298,-0.361507672,-0.491720014,-0.887186141,2.396675987,30.17509178,55.93618995,91.416,272.006,82.88183233,170.9936451,60.961,0.696264237,5.101506297,-0.409,-5.053,-0.654,-2.113,8.421,1.69,14.242,8.72,-2.285,1119.736,948.602,28.438,0,0,0,41.08,502.128,0.854054546,454.9592306,720.1667797,2.306892653,2.140025751,7.737408392,7.833334426,8.17150673,4.623706284,847.588,1905.466684,41.922,0.272882866,-0.183720358,0.06188202
1192,Cc1ccc(S(=O)(=O)F)c(C(=O)O)c1,OPXQARDMZBOYGE-UHFFFAOYSA-N,1,0,0,0,0,6,1,4,0,14,6,2,1,1,96.76774025,89.65202612,81.37528746,72.22896254,61.32100133,98.5124831,90.50536265,76.27907005,59.12177929,46.69880318,6,100.2998,-0.160930825,-0.189910121,0.931971666,-1.752,-1,0.0684738,6.588,5.825901351,2.617697045,1.786895435,1.620009384,1,1.617,165.684,88.865,0.9031843,0.054975912,0.142657752,0.616937555,-0.020470104,-0.128520359,0.535076352,-0.008942388,-0.134544502,0.609968711,-0.34472747,3,10.794,0.627,-0.054326679,218.199,-0.335253611,-0.484858384,-0.890191395,2.398277932,27.60049363,60.95098296,63.326,102.245,74.14955985,110.5734833,84.546,0.696056459,5.083755335,-0.817,-1.779,-0.919,-4.021,6.035,0.625,11.756,9.439,-1.545,67.347,55.24,18.906,0,0,0,37.46,395.115,0.886865561,365.7610562,549.3592617,2.274595545,2.097083071,5.163004949,7.656624652,8.170229399,3.493176359,633.872,1425.503999,38.32,0.290400791,-0.199527075,0.068545852
1193,Cc1ccc(S(=O)(=O)F)c(C)n1,IINWGYGNUWDBGX-UHFFFAOYSA-N,0,0,0,0,0,6,2,3,0,12,6,1,1,1,96.79935125,89.59150899,81.07681809,71.41827682,59.60830917,98.42333646,90.11984551,75.62931544,58.39631475,45.81550191,5,98.80251798,-0.403377468,-0.216785202,0.973628064,-1.131,0,0.0691823,6.461,4.692190447,2.587137218,1.772207043,1.633030385,0,1.454,95.814,158.575,0.9207355,0.061928652,0.151691184,0.616729194,-0.03982876,-0.135252924,0.538202192,-0.023591877,-0.142754574,0.610319617,-0.336642622,3,10.645,45.513,-0.042021296,189.204,-0.424276934,-0.500227276,-0.888391892,2.393630116,32.96536878,72.05263434,84.423,81.275,66.44157929,101.5321987,50.305,0.701448184,5.143383889,-0.154,-3.202,-1.01,-2.903,4.992,0.379,9.192,6.544,-0.716,1222.621,1010.579,18.129,0,0,0,39.406,375.07,0.893667882,344.2704106,507.4433026,2.119187374,2.100747849,4.41195974,7.613319802,8.096460805,3.50302593,603.425,1368.629751,39.406,0.294621326,-0.189331959,0.0608402
1194,Cc1ccc(S(=O)(=O)F)c(Cl)c1,AUSPOLUREGIVQB-UHFFFAOYSA-N,0,0,0,0,0,6,1,2,0,12,6,1,1,0,96.74513494,89.5493467,81.04091434,71.33206464,59.74987383,98.48792374,90.12823281,75.37375044,57.81817705,45.23525574,4,98.7220842,-0.115569793,-0.211887039,0.954129529,-2.008,1,0.1214284,8.557,6.41284469,2.584621458,1.778931976,1.624574642,0,1.399,84.242,88.921,0.9037601,0.056093561,0.148695736,0.61211701,-0.034252543,-0.133204722,0.532193583,-0.022945953,-0.139787163,0.606267952,-0.329551979,3,10.268,13.005,-0.041878525,208.635,-0.396757249,-0.491698552,-0.883424375,2.399112121,28.82103017,71.49368954,90.615,111.408,73.33375166,104.3306123,39.641,0.692146545,5.053639159,0.054,-3.621,-0.744,-2.584,5.332,1.101,9.707,5.722,-1.622,1574.096,2757.875,18.398,0,0,0,41.769,381.916,0.893817976,347.7814365,515.3554058,2.338981162,2.09231465,4.499866753,7.680319913,8.185112476,3.494574887,602.955,1257.114534,97.345,0.287673454,-0.185715252,0.059949909
1195,Cc1ccc(S(=O)(=O)F)c(F)c1,AMKUGJBMOOUSIO-UHFFFAOYSA-N,0,0,0,0,0,6,1,2,0,12,6,1,1,1,96.84740854,89.52595299,80.46943788,69.73195074,57.06231374,98.43116342,89.89471979,74.4318467,56.38972534,43.47642189,4,98.47777007,-0.26084148,-0.209402786,0.985774078,-1.658,0,0.1237946,8.463,6.615741389,2.573534421,1.770020479,1.625376438,0,1.402,88.495,88.944,0.9056096,0.059636858,0.14871999,0.615895711,-0.042873123,-0.133811663,0.535182066,-0.029733842,-0.14000038,0.609911062,-0.337277312,3,10.685,21.119,-0.040073948,192.18,-0.449095275,-0.491721574,-0.881739924,2.400925477,41.15394815,62.86475395,88.285,117.347,66.76711904,94.30953319,40.299,0.687357184,5.018755488,-0.03,-3.619,-0.815,-2.641,4.557,0.827,9.345,5.758,-1.318,1434.514,1906.02,17.48,0,0,0,75.108,370.799,0.895178466,337.0440081,492.7969638,2.131450025,2.087579011,3.833859781,7.697753173,8.181525471,3.495380375,578.59,1256.965519,76.013,0.297203363,-0.18867563,0.059885332
1196,Cc1ccc(S(=O)(=O)F)c(S)c1,JMKGPDRMDOVWGL-UHFFFAOYSA-N,0,0,0,0,0,6,2,2,0,12,6,2,2,0,96.83404163,89.59389388,81.07817796,71.53143722,60.28391939,98.48334308,90.22217773,75.5518445,58.26003631,45.666444,3.5,99.15184478,-0.086066314,-0.211858087,0.898509632,-2.189,1,0.1189339,8.512,5.700224041,2.586800621,1.76935391,1.62648816,0,1.479,83.344,88.915,0.9036421,0.054899937,0.150355675,0.61331929,-0.039873939,-0.135063162,0.536133647,-0.027853165,-0.14156202,0.607902994,-0.297231988,3,10.052,11.057,-0.040306215,206.25,-0.411013355,-0.49332816,-0.893002605,2.397971759,33.82019845,73.32938664,93.149,109.839,81.15111412,112.6105122,39.335,0.710137804,5.213845444,0.014,-3.615,-0.635,-2.477,5.421,1.508,9.246,5.001,-1.794,1605.287,3006.662,17.992,0,0,0,41.498,384.609,0.89366293,351.1198452,522.6578476,2.056146545,2.110563475,4.630838815,7.696957286,8.162228132,3.496486708,609.223,1900.187493,102.511,0.256925773,-0.168769102,0.055439239
1197,Cc1ccc(S(=O)(=O)F)c2ncccc12,CJLSQBAMWNMZSO-UHFFFAOYSA-N,0,0,0,0,0,10,2,3,0,15,10,1,1,1,96.74829987,89.4175013,80.60503079,70.3821739,59.09797992,98.49760558,90.19097831,74.88283027,56.91772134,44.07430355,5,99.06550258,-0.339040214,-0.217267021,1.01996976,-2.136,0,0.150582,10.114,7.991714812,2.591313978,1.780581421,1.622988014,0,1.842,90.975,79.736,0.8953767,0.058859528,0.148622667,0.615368498,-0.028544765,-0.133290405,0.531649375,-0.011819563,-0.139003085,0.608338105,-0.314573006,3,9.818,27.33,-0.064751351,225.237,-0.350442493,-0.489806799,-0.88743285,2.400125101,26.90912491,68.97791246,89.259,203.7,101.1934202,134.7688447,51.168,0.696395719,5.082588838,-0.148,-4.196,-0.79,-2.383,6.376,1.065,11.927,7.447,-1.38,1358.883,1185.142,22.336,0,0,0,42.085,417.395,0.882439391,380.1254067,577.6854,2.224907125,2.097738128,5.645596663,7.708066687,8.202460928,3.492990183,679.333,1481.907584,42.984,0.249821655,-0.189662178,0.071994729
1198,Cc1ccc(S(=O)(=O)F)c2ccccc12,VEQKNTLVPSDVRG-UHFFFAOYSA-N,0,0,0,0,0,10,1,2,0,15,10,1,1,0,96.82771551,89.58358062,81.01472659,71.33913888,60.20334069,98.42902663,90.23639269,75.69097565,58.05019147,45.16071352,4,98.76600092,-0.281570056,-0.235869396,1.008761779,-2.579,0,0.0866142,7.706,6.126930565,2.588101798,1.774555394,1.632809534,0,1.548,83.139,79.511,0.8976319,0.063335878,0.155038486,0.614140854,-0.029141278,-0.1381735,0.536571757,-0.018444346,-0.145397265,0.607769191,-0.295991549,3,9.29,11.361,-0.056042494,224.249,-0.347142015,-0.500288866,-0.89145828,2.389163024,30.91946791,66.10056784,90.967,212.694,107.535443,139.9264094,39.012,0.70817547,5.198325094,-0.078,-4.203,-0.504,-2.206,6.464,1.129,10.614,6.474,-2.004,1612.49,1436.905,22.676,0,0,0,42.77,418.936,0.885975038,381.2310734,583.6983366,2.147644015,2.108066812,5.726160703,7.691392188,8.181534955,3.502814144,685.679,1656.381511,43.592,0.239949055,-0.176017022,0.064558612
1199,Cc1ccc(S(=O)(=O)F)cc1Br,JYADGRHNQICZKZ-UHFFFAOYSA-N,0,0,0,0,0,6,1,2,0,12,6,1,1,0,97.06224174,89.4940748,79.67632598,68.1568556,55.82734627,98.3293515,89.4183805,73.56227625,55.26492034,42.18837298,4,98.596,-0.1310635,-0.2167895,0.948975,-2.952,1,0.0907856,7.47,5.441549998,2.57929,1.77191,1.62808,0,1.478,85.311,80.445,0.8972384,0.058235719,0.153839921,0.616810312,-0.025142,-0.138391,0.538337,-0.016725,-0.144675,0.611146,-0.32696,3,10.485,8.431,-0.04523,253.086,-0.36306,-0.49507,-0.88716,2.3965,26.66545,57.65845,91.829,106.351,80.9612,111.656,39.618,0.689251917,5.050246182,0.085,-3.702,-0.71,-2.621,5.406,1.34,9.518,5.721,-1.856,1537.784,3469.447,18.818,0,0,0,49.585,389.65,0.886975171,357.3985088,530.7256923,1.991913533,2.087732629,4.733994489,7.713192922,8.174486216,3.498080631,614.648,1255.74,117.543,0.28173,-0.186095,0.06146
1200,Cc1ccc(S(=O)(=O)F)cc1Cl,GMIYUPVDARXJAI-UHFFFAOYSA-N,0,0,0,0,0,6,1,2,0,12,6,1,1,0,97.00897135,89.51279929,79.66469064,68.12773732,55.7132961,98.31321082,89.38501067,73.55529406,55.28180727,42.1938038,4,98.596,-0.139486,-0.2146855,0.9442155,-2.008,1,0.0876953,7.293,5.438849994,2.579149999,1.77165,1.62818,0,1.463,85.317,81.027,0.899533,0.05812874,0.154010989,0.616760463,-0.025109,-0.1385415,0.538276,-0.016603,-0.1448235,0.611093,-0.33165,3,10.172,8.94,-0.044744999,208.635,-0.3626,-0.49518,-0.887265,2.3962,26.67060001,57.55975009,90.849,106.872,75.84669999,104.451,39.617,0.689538617,5.052672691,0.075,-3.667,-0.734,-2.619,5.305,1.172,9.342,5.712,-1.749,1537.574,3235.724,18.499,0,0,0,49.59,385.242,0.888929111,351.5422196,519.4463497,1.991540694,2.08828966,4.486508955,7.710919266,8.17205239,3.498180728,606.566,1270.19198,112.025,0.286905001,-0.1881975,0.061724999
1201,Cc1ccc(S(=O)(=O)F)cn1,HWTSIKARNIIXFX-UHFFFAOYSA-N,0,0,0,0,0,6,2,3,0,11,6,1,1,1,97.04610021,89.40128923,79.34389899,67.36454063,54.05390727,98.32128099,89.31501498,73.47847139,55.16154957,42.08188505,5,98.671,-0.336448,-0.214769,0.959861,-0.833,0,0.0935204,7.216,5.2383,2.5765,1.76669,1.62788,0,1.567,105.799,92.568,0.9045194,0.060375832,0.153796584,0.616195502,-0.036034,-0.138442,0.537242,-0.021672,-0.14469,0.610406,-0.34924,3,10.893,57.01,-0.04771,175.177,-0.42786,-0.49484,-0.886555,2.39779,32.5961,55.3708,81.004,113.172,64.574,89.2201,51.729,0.687109235,5.032604435,-0.235,-3.617,-1.146,-2.975,4.567,0.085,9.099,6.801,-0.513,983.117,916.159,16.567,0,0,0,49.426,361.853,0.895355759,326.1671375,469.2751568,1.993088814,2.085970261,3.261654488,7.627807466,8.086718588,3.49787683,556.772,998.061,50.313,0.30153,-0.198475,0.06532
1204,Cc1ccc(/C=N/c2ccccc2S(=O)(=O)F)cc1,YJFIKKUWYGWUHC-MHWRWJLKSA-N,0,0,0,0,0,12,1,3,0,19,12,4,1,0,97.00375143,90.70704846,83.18012715,74.27716811,63.19578521,98.8924015,91.425656,77.58880439,61.11739746,49.40170813,5,98.86216862,-0.210881712,-0.22043139,0.992374849,-3.362,0,0.0341772,5.477,4.665730694,2.589147329,1.777376512,1.628810684,0,1.245,69.763,97.676,0.8483709,0.053220885,0.147255854,0.612831503,-0.036274355,-0.130649402,0.530978243,-0.021099641,-0.137969945,0.605163567,-0.290762098,3,9.188,11.853,-0.044774647,277.313,-0.396354735,-0.496101419,-0.890696949,2.391740456,37.41254211,79.74860023,100,311.071,146.7577171,190.7920343,45.772,0.709892245,5.211273839,-0.216,-5.469,-0.341,-1.325,8.705,2.637,12.677,7.625,-3.044,2159.417,1982.987,29.378,0,0,0,43.248,522.612,0.83971491,470.3499687,737.9260784,2.322315078,2.450888171,9.590935727,7.245911789,7.142212273,3.604977475,877.81,2265.910083,44.102,0.245987451,-0.167768373,0.057275744
1205,Cc1ccc(/C=N/n2c(-c3ccccc3)nnc2S(=O)(=O)F)cc1,WQCUAGXQKREFQB-WOJGMQOQSA-N,0,0,0,0,0,17,1,6,0,24,17,4,1,1,94.43439781,86.38198058,76.83622132,66.44250819,55.87557337,98.55748672,90.12121994,74.47165632,56.65296148,44.63373672,7.5,97.43608223,0.131028201,-0.211147749,1.009711867,-3.926,-1,0.1371629,11.908,8.77449789,2.548647879,1.767913612,1.621165084,0,1.786,134.013,93.708,0.8308351,0.231639535,0.131780786,0.636394856,0.037296738,-0.11884615,0.541427578,0.215582559,-0.124564664,0.628659486,-0.303973941,3,9.778,0.988,-0.065108361,344.363,-0.0426884,-0.481900041,-0.864306394,2.384657838,19.49854348,62.90258446,87.402,327.502,176.8543665,238.2558239,78.471,0.673721493,4.900349897,-0.874,-5.831,-0.557,-2.452,10.792,1.995,17.98,10.81,-3.091,530.956,412.825,35.778,0,0,0,39.003,595.127,0.807672586,550.8945277,882.5312331,2.188000467,2.30955102,10.34981571,9.789982969,9.994917709,5.308318533,1033.808,2649.429521,39.904,0.238865579,-0.184541151,0.07129157
1206,Cc1ccc(/C=N/n2c(-c3cccnc3)nnc2S(=O)(=O)F)cc1,XHSLVCHXFXSUAM-GIJQJNRQSA-N,0,0,0,0,0,17,3,7,0,24,17,4,1,1,94.44673711,86.53724939,77.07176183,66.7966123,56.09427801,98.58445293,90.30752637,75.03222947,57.32872136,45.24970922,9,97.71155038,0.156691759,-0.207119639,0.997010738,-3.251,-2,0.1101055,10.613,6.463114228,2.553943391,1.767473294,1.621503146,0,1.954,164.624,94.144,0.8269849,0.230288595,0.129117454,0.636960143,0.03659577,-0.116277468,0.543581201,0.213166357,-0.122427004,0.629517445,-0.308548744,3,10.054,1.486,-0.0685636,345.35,-0.052975632,-0.481496587,-0.864166521,2.383667804,20.44454263,61.87993606,75.968,300.341,188.6022931,235.7187375,92.074,0.675718096,4.917441892,-1.198,-5.764,-0.99,-3.111,10.737,0.93,18.241,12.305,-2.255,272.124,187.435,35.083,0,0,0,33.678,593.693,0.810778942,542.602719,867.6599511,2.210879953,2.284685534,10.27295335,9.810988622,10.00695048,5.257195931,1022.92,2334.895824,34.584,0.239985144,-0.188556172,0.074079207
1207,Cc1ccc(/C=N/n2c(-c3cnccn3)nnc2S(=O)(=O)F)cc1,LNGOEEGXXIGAIK-QGMBQPNBSA-N,0,0,0,0,0,17,4,8,0,24,17,4,1,2,94.50022926,86.53080656,77.14593351,66.71803936,55.97247388,98.5025143,89.91639711,74.31624795,56.69224837,44.79962705,10,97.32816449,0.116167657,-0.197674894,0.981885751,-2.809,-2,0.1815655,13.599,8.673464433,2.542790294,1.768688476,1.61517021,0,1.858,177.619,97.602,0.8298652,0.233735355,0.127047937,0.638799709,0.041067166,-0.115125663,0.542930288,0.220163926,-0.120111599,0.631169679,-0.311270377,3,10.094,2.636,-0.06175469,346.338,-0.032807019,-0.475903766,-0.865994609,2.389157694,17.60087196,67.70580573,70.149,275.494,153.612237,225.5333306,103.38,0.66776646,4.846834971,-1.301,-5.599,-1.27,-3.438,10.588,0.313,19.672,13.202,-1.68,204.9,146.226,34.669,0,0,0,38.135,589.929,0.810082614,541.6715657,864.3101237,2.155745991,2.281761314,10.2544304,9.567837551,9.735269001,5.231093568,1018.506,2459.016774,39.214,0.249515687,-0.186512534,0.069755374
1208,Cc1ccc2c(S(=O)(=O)F)ccnc2c1,CFFFWQKGBIDQOS-UHFFFAOYSA-N,0,0,0,0,0,10,2,3,0,15,10,1,1,1,96.85657574,89.60685646,80.92547317,71.05136256,59.71553406,98.35806695,90.06964311,75.44682952,57.78591532,45.00742967,5,98.09361947,-0.038893538,-0.230256337,1.00146367,-2.136,0,0.057044,6.242,3.776221632,2.579096813,1.783428512,1.62884942,0,1.945,104.418,88.896,0.8902507,0.068945132,0.146590151,0.621782995,-0.009931403,-0.130704828,0.543103952,0.002774771,-0.137877373,0.615641374,-0.309864048,3,9.707,11.103,-0.069634471,225.237,-0.291298559,-0.494869795,-0.883785113,2.386211665,19.70137538,65.37246024,86.454,184.693,115.419178,136.8362799,51.111,0.693601859,5.070742232,-0.269,-4.189,-0.779,-2.697,6.332,0.976,10.66,7.419,-1.432,1013.215,866.856,22.305,0,0,0,42.462,421.35,0.879302225,382.3797168,579.726586,2.136439756,2.093944921,6.520696278,8.589744033,7.672363087,3.851094146,683.102,1724.981422,43.343,0.240229577,-0.189749259,0.07493813
1209,Cc1ccc2nc(C)cc(S(=O)(=O)F)c2c1,KCMZRIGZONZURW-UHFFFAOYSA-N,0,0,0,0,0,10,2,3,0,16,10,1,1,1,96.85844366,89.59430073,80.92279562,71.22170877,60.6947973,98.3730762,90.12779632,75.42922275,57.81856579,45.01409727,5,98.15938096,-0.057318072,-0.232908863,1.013282937,-2.434,0,0.0314485,4.843,3.493289372,2.580572994,1.783273994,1.629288548,0,1.774,97.197,181.152,0.8715468,0.070937224,0.147709509,0.620984606,-0.011461709,-0.131617545,0.542392895,0.001300442,-0.138807071,0.614723016,-0.301953778,3,9.45,2.303,-0.063888275,239.264,-0.289565894,-0.495430443,-0.885156886,2.386020983,20.28937431,66.02754689,89.64,134.358,125.0628014,151.4876846,50.558,0.696297261,5.093198702,-0.243,-4.251,-0.597,-2.742,6.438,1.31,10.866,7.112,-1.996,1186.262,1032.155,24.337,0,0,0,42.83,456.375,0.860660622,413.4779963,631.2482711,2.386781048,2.096436527,6.765345582,7.507890261,7.360410777,4.336523684,745.884,1731.135716,43.668,0.238065504,-0.182921027,0.070278494
1210,Cc1ccc2nc(S(=O)(=O)F)c(S)nc2c1,OLOHQKOGZAPYHR-UHFFFAOYSA-N,0,0,0,0,0,10,2,4,0,16,10,2,2,1,95.71076699,87.99841952,78.53635127,68.93819408,58.93387002,98.23805682,89.58172488,74.12613176,56.33206868,43.83414619,5,97.17706872,0.256262844,-0.22090444,0.93051736,-2.838,0,0.1055829,8.781,6.959763152,2.579234463,1.807194449,1.628248841,0,2.114,114.448,88.89,0.8725721,0.13852097,0.148694916,0.620563067,0.029639288,-0.134240438,0.530814394,0.133215524,-0.140011181,0.615279746,-0.303022574,3,10.024,1.626,-0.077943949,258.285,-0.135887237,-0.492294879,-0.869955079,2.363459596,19.63414178,73.46900024,87.251,139.462,160.1397294,160.6577884,63.195,0.676377394,4.92911324,-0.297,-4.259,-0.684,-2.945,6.896,1.402,11.83,7.049,-2.256,813.941,1520.405,23.119,0,0,0,41.912,449.452,0.858746332,413.3793193,628.9181524,2.093460739,2.076418324,4.679548865,9.777606874,10.11103862,3.498251463,730.264,1688.045007,106.654,0.225078626,-0.190483262,0.080598369
1212,Cc1cccc(C(=O)c2ccccc2S(=O)(=O)F)c1,PIOSMZVAFMSZDM-UHFFFAOYSA-N,0,0,0,0,0,12,1,3,0,19,12,3,1,0,97.02004134,90.84308,83.82893941,75.64544386,65.34351253,98.5167248,90.53948226,76.907839,61.06272874,49.99501831,6,99.23291874,-0.086016546,-0.196490631,0.904019994,-2.919,0,0.1090781,9.614,5.466039398,2.596840144,1.780982827,1.625716313,0,1.461,99.832,88.167,0.8631281,0.052993224,0.143051192,0.617569131,-0.020609261,-0.128482459,0.537705873,-0.00957876,-0.135311916,0.611347834,-0.310418572,3,9.803,11.288,-0.049521594,278.298,-0.34544251,-0.490430414,-0.88578871,2.395019502,26.42849261,56.18986651,91.409,271.819,95.4873279,170.858212,60.987,0.694166114,5.082417795,-0.408,-5.043,-0.654,-2.114,8.42,1.689,14.057,8.717,-2.278,1119.941,948.873,28.429,0,0,0,41.071,501.746,0.85509862,454.0146029,719.1957414,2.320385129,2.235600847,8.654505449,8.410768871,7.136045258,4.51328688,847.404,2325.849683,41.928,0.260896978,-0.179970083,0.062115413
1213,Cc1cccc(-c2nc(S(=O)(=O)F)n[nH]2)c1,RGFQIKSIHIVOBT-UHFFFAOYSA-N,0,0,0,0,0,11,1,5,0,16,11,1,1,0,94.78996276,85.77541222,73.41547116,60.6338856,49.62573126,98.17955157,88.53324413,71.21599874,51.99800366,38.77683707,5.5,97.38831437,0.46998241,-0.208863991,0.947166362,-2.304,-1,0.171295,11.199,8.715909002,2.555622613,1.775383876,1.624088939,0,1.235,159.171,88.84,0.8594583,0.233210301,0.144889157,0.635042346,0.044594182,-0.130865262,0.540282375,0.223616129,-0.136123613,0.628889008,-0.314689239,3,9.903,0.344,-0.044420038,241.24,-0.026998042,-0.487938409,-0.864910246,2.383964735,4.483566899,63.78655984,75.355,159.851,121.1087034,138.9067472,83.089,0.664692443,4.836493987,-0.812,-4.568,-0.77,-3.794,6.796,0.667,13.291,8.203,-1.922,306.536,256.554,24.034,0,0,0,48.301,457.129,0.845237309,418.6358052,625.8875734,1.993368032,2.064017569,6.394403031,10.33695296,10.39892405,3.494087021,732.229,1673.638711,49.266,0.2702692,-0.179554639,0.059644204
1214,Cc1cccc(-c2nnc(S(=O)(=O)F)n2N)c1,SLOWDFVFYFBMTL-UHFFFAOYSA-N,0,0,0,1,0,11,1,6,0,17,11,2,2,1,94.62163268,86.24507353,76.333136,65.50746818,54.08286007,98.30636071,89.38468951,73.6256771,55.63543162,42.89217806,7,97.36316777,0.144447412,-0.219311129,0.980574689,-1.344,0,0.1510948,10.723,5.922971098,2.54483273,1.75613852,1.630452432,1,1.784,182.567,88.887,0.8632969,0.223839123,0.142286994,0.636749867,0.03160479,-0.129202196,0.544376281,0.210611758,-0.134952369,0.631124635,-0.304114215,2,9.948,0.011,-0.045541005,256.254,-0.055397718,-0.493301596,-0.865585609,2.380844484,15.44496496,65.43683825,55.371,149.505,132.9751368,150.0562226,98.793,0.671139285,4.89568761,-0.679,-5.183,-0.665,-6.228,7.465,-0.224,15.485,11.036,-1.153,45.869,34.945,24.445,0,0,0,44.899,466.942,0.854196654,422.9634847,645.750323,2.045337619,2.071310451,6.473827604,10.25566423,10.32516277,3.571200399,761.004,1718.284534,45.982,0.25857321,-0.17482761,0.059129687
1215,Cc1cccc(-c2nnc(S(=O)(=O)F)o2)c1,WNPKNXIHENGFQL-UHFFFAOYSA-N,0,0,0,0,0,11,2,5,0,16,11,1,1,1,94.59444822,85.25450493,72.72880706,60.28643911,48.97698644,98.13199236,88.35284069,70.89127189,51.59834996,38.466243,6.5,97.16973899,0.392369264,-0.191434257,0.933040393,-1.861,-1,0.0620248,6.726,6.50830419,2.544661375,1.771995763,1.618475977,0,1.948,149.828,88.879,0.8519542,0.251572836,0.131445158,0.642367935,0.092716267,-0.119003705,0.550285936,0.229146155,-0.12462502,0.636489197,-0.319753604,3,10.063,1.695,-0.062260542,242.224,0.107436418,-0.478655977,-0.849906955,2.375605435,6.95553481,57.91889522,74.43,172.688,126.5030099,138.3093308,78.439,0.642358961,4.658049129,-0.754,-4.751,-1.046,-3.576,6.749,0.238,12.286,9.219,-1.579,375.906,316.964,24.041,0,0,0,47.403,459.944,0.845304207,415.8525106,619.7296509,1.995460514,2.042527855,6.502250093,10.40237101,10.47244575,3.488474494,729.346,1720.922735,48.548,0.257493061,-0.191007073,0.07084174
1216,Cc1cccc(-n2nnnc2S(=O)(=O)F)c1,LXIPIKKXDWOGJX-UHFFFAOYSA-N,0,0,0,0,0,11,1,6,0,16,11,1,1,2,94.30746155,86.32608258,77.05483737,67.0575828,55.56986624,98.73562806,90.69241495,75.48811316,57.66185213,45.45323194,7,96.92971961,0.137468131,-0.188281593,0.969329078,-1.629,-1,0.1327913,9.674,5.630326998,2.536319099,1.777102018,1.607865573,0,2.085,179.377,84.704,0.8921703,0.258024809,0.110915333,0.648532924,0.055385283,-0.099999046,0.553915459,0.242554196,-0.105554857,0.640287,-0.32876436,2,10.665,2.872,-0.048797584,242.227,-0.002841141,-0.466116711,-0.858948972,2.391485127,13.24914525,63.32219399,65.217,132.972,77.99629834,127.8050742,90.254,0.655323843,4.737347135,-0.92,-3.911,-1.251,-4.261,6.808,-0.479,13.15,9.562,-0.665,197.181,128.477,22.68,0,0,0,31.385,429.299,0.874003241,393.7384736,600.2690184,2.271456019,2.248131805,7.525531517,6.198898888,5.816396094,4.271165724,704.797,1736.255441,32.246,0.279966776,-0.188780972,0.063673691
